% traindata
@RELATION "traindata: -C -6"

@ATTRIBUTE X0 NUMERIC
@ATTRIBUTE X1 NUMERIC
@ATTRIBUTE X2 NUMERIC
@ATTRIBUTE X3 NUMERIC
@ATTRIBUTE X4 NUMERIC
@ATTRIBUTE X5 NUMERIC
@ATTRIBUTE X6 NUMERIC
@ATTRIBUTE X7 NUMERIC
@ATTRIBUTE X8 NUMERIC
@ATTRIBUTE X9 NUMERIC
@ATTRIBUTE X10 NUMERIC
@ATTRIBUTE X11 NUMERIC
@ATTRIBUTE y0 {0, 1}
@ATTRIBUTE y1 {0, 1}
@ATTRIBUTE y2 {0, 1}
@ATTRIBUTE y3 {0, 1}
@ATTRIBUTE y4 {0, 1}
@ATTRIBUTE y5 {0, 1}

@DATA
-0.2960989742886833,0.5738879700148485,-0.47607215340101566,-0.4575480378038174,-0.14449333255937777,0.727955753751875,-0.4043347584478037,-0.8964057352140452,-0.09917733786764307,-0.4606050659113801,0.8993341790119614,-0.28992789775542926,1,0,1,1,0,1
0.653362199915444,-0.5417031744080975,-0.14753978367311782,-0.0644844482149063,-0.43028721203062437,0.7231878993601991,-0.5440486482423214,-0.5012417755149956,-0.5774198368701225,-0.7330202167513918,-0.42962886673495904,0.3839255685275624,0,0,1,0,0,0
0.00011475024991961714,-0.010694000641716364,0.4256526262427048,0.6070274455503617,-0.22212044750782053,0.4914949091413561,-0.4426429920706238,-0.8813350903802991,0.44524115356452215,0.09208404048454898,-0.09904504154975668,0.9007881009439671,0,1,1,1,1,1
0.04359550001411389,-0.5481167804495307,0.25607432376013894,-0.608069349111649,-0.6550253901027489,-0.2859533939620315,0.8235153406778045,-0.191411800426944,0.9544549036837002,0.08733123594716946,0.02074460278649968,0.20314105242535357,0,0,0,1,0,1
-0.37606479678977567,0.07301478913602219,0.644860571529699,-0.06725061615984647,-0.5290122789806414,-0.7830025306698329,-0.05268701460591151,0.8336383526980913,-0.6978368834277713,-0.03787971650691617,-0.16663522036536813,0.28264710023234474,0,1,0,1,0,1
0.07415539383329195,0.29468554822764415,-0.3839318172763723,-0.4277045483587196,0.5312274371393162,-0.7836392658384544,-0.10606172162460716,0.4525929813711219,-0.7639141434601874,-0.16786615002475644,-0.19331779647912034,0.7467799500326033,1,0,0,1,0,1
0.41700721470486196,0.11119889505639913,-0.39443995425893147,-0.22150791525824662,-0.2581770332013135,0.24275487634897078,0.5544281850516072,-0.8178531912248204,0.6707226408262605,0.5621734568292625,0.5435496796220001,0.4841188985937676,1,0,1,1,1,1
-0.25638706750495915,0.5289861989307993,0.4681672310815645,0.6325270034489315,0.42112616570170586,-0.1729035300378975,-0.07768892199569062,0.013953014145243315,0.7088616638166924,-0.12622650056138754,0.22274566539438695,0.6076115511613206,1,1,0,0,1,1
0.6128468200454029,0.14555497034078754,-0.09131330750561481,0.5397374857714704,-0.16641407822633222,0.15418676294970995,0.5025975310962416,0.019444385292584628,0.04254574546898124,0.5431301511780676,0.39476446191108033,-0.423755671213241,1,1,1,1,1,0
-0.25360806314174666,-0.6888393748275782,-0.3305688213756839,0.39692761233902313,-0.5884047202350429,0.30755443234614166,0.5234155465475047,-0.401033287941067,0.03137022315365628,-0.43213092664207853,-0.5105849947895686,-0.6015167456453945,0,1,1,0,0,0
-0.3106639648850174,-0.5680514196137665,0.2822365874916577,0.7358507603110557,-0.14836719985541003,0.08867572884184136,0.6757778432644582,-0.5680732596651507,-0.2452849077810009,0.14344539999505299,-0.03219635157039083,0.6611390330743072,0,1,1,0,1,1
-0.7500390920954589,0.3502297256450104,0.7260969107519266,-0.04387904367175449,0.062176625386628305,-0.6730284478758992,-0.33120810233037346,0.29662479254264296,-0.8201405155022139,0.2565342687259012,0.6845387115410024,-0.516999863395025,0,1,0,1,0,1
0.050433854945480666,-0.44934249299043116,0.32503632205836636,-0.1700921358784806,-0.061745818050658444,-0.8033252775607249,-0.7060812937493844,0.6036906842219928,0.2819920079977942,-0.6014895928620254,-0.20030922734763487,-0.6913122488706983,0,1,0,1,0,0
-0.913197648817774,-0.2102082077004488,-0.49734663354336445,0.5159694248391359,-0.4661399067707089,0.24738809584086724,0.9684781428147182,-0.21319184802770258,0.3922838448548312,-0.0665075392610637,-0.50226855103786,0.5714760737462993,0,0,1,0,1,1
0.16032889830931527,0.04101508947750086,0.26288994429874657,0.3396008581165796,-0.45209145150601293,0.6869266492539925,-0.20704096530315041,0.3478164459755151,0.9051873736306899,0.24611552129204012,0.798204623982657,-0.090688886575472,1,1,1,1,1,1
0.5422938497042035,0.6135021521978525,-0.7021811762412788,0.5406262512578238,0.6677904734760444,0.38068188944444314,0.5518116941047723,0.5411448957368816,-0.028304134223475715,-0.5227670016155229,-0.07361289214457827,0.9923736259511975,1,0,1,1,0,0
0.22485848257519025,0.6055934817855206,0.47388073953279763,0.7933551142706131,-0.00370079374051636,0.15481662217880712,-0.043286461586557114,-0.08433492699273828,-0.37617732225070377,-0.5222314058971764,-0.826495310813633,0.3698157624073336,1,1,1,0,0,0
-0.3831658676842735,0.6417739058948326,-0.6828469223439237,-0.16720322373494823,0.6649609139040098,0.3415861106234065,-0.044190982175789345,0.6201761360597232,-0.5285079910563167,-0.1294574683950839,-0.6412975742881961,-0.044026764907909445,1,0,1,1,0,0
0.3546239763365228,0.12094946879795329,0.4003417542886175,0.8284249906482664,-0.25253734001985423,0.4421281927260033,0.10071319854347911,0.1844367359574587,-0.5923005393360924,0.5272266874710131,0.7980219155263781,-0.489314497584363,1,1,1,1,1,1
-0.3514866221707652,-0.27305428676339166,0.2689215131890655,0.08559612580697946,0.23946559468857864,0.598128268827444,-0.42345228429692616,-0.8816695132746459,-0.7614407844815383,0.006763277140901468,-0.8688744963001906,-0.2623290724445375,0,1,1,1,0,0
-0.8922750694929634,-0.06774783418578034,-0.5351309482545696,-0.46784715275597116,-0.324218831086415,-0.42238280189926936,0.5875324171843352,0.30158299958275153,-0.10892532323921908,0.7668536174409163,-0.0024208542877615477,-0.23338519080454112,0,0,0,1,1,0
-0.7279613007422874,-0.6620679121819715,-0.18736170295716037,0.17372995323740492,-0.019521971047550553,-0.8323201373025976,0.972863246711956,-0.05014389273515369,0.47058732498094175,-0.21063401221737393,0.6232005189998484,0.5746810851964018,1,0,0,0,1,1
-0.5100334967090417,0.23084629170508864,-0.26560032370190434,-0.5979789257547736,-0.661938888597128,0.047860478826881464,0.09119373276047038,0.8820372378988728,0.3557370166649613,0.39766450132703174,0.6026253872426527,-0.6625807158943869,0,0,0,1,1,0
